Data, Hora, Municipio, Nro da Ocorrencia, Tipo de Via, Tipo Logradouro, Logradouro, KM, Natureza Ocorrencia, Tipo Ocorrencia, Historico, Teor Alcoolico, Falecimento Posterior, Ocorrencia Falecimento, Motorista Embriagado, Pedestre Embriagado, Veiculo Fugou, Motorista sem CNH
"27/12/2009","07:15","Roca Sales","834","Estadual","Rodovia","RS 129","","Atropelamento","Homicídio De Trânsito","","","","","","","",""
"11/10/2009","18:30","Roca Sales","663","Municipal","Rua","JOSE BROCK","","Colisão Lateral","Homicídio De Trânsito","","","15/10/2009","","","","",""
"14/01/2009","10:05","Roca Sales","38","Municipal","Estrada","LINHA JULIO DE CASTILHOS","","Atropelamento","Falecimento","","","14/01/2009","38","","","",""
"21/05/2009","06:50","Roca Sales","283","Estadual","Rodovia","RS 129","60","Tombamento","Encontro De Cadáver","","","","","N","N","N","NÃO INF."
"06/03/2009","21:00","Roca Sales","127","Municipal","Avenida","GENERAL DALTRO FILHO","","Choque Com Objeto Fixo","Homicídio De Trânsito","","","06/03/2009","","","","",""
"23/11/2009","12:10","Rodeio Bonito","547","Municipal","Estrada","LINHA SANTA ANA","","Colisão","Homicídio De Trânsito","","","","","","","",""
"17/01/2009","20:40","Rodeio Bonito","36","Municipal","Avenida","COMERCIO","1606","Colisão","Homicídio De Trânsito","","","17/01/2009","","","","",""
"05/12/2009","17:00","Rolante","1344","Municipal","Rua","CANDIDO JOSE HOMEM","1000","Colisão Lateral","Homicídio De Trânsito","","","05/12/2009","","","","",""
"02/08/2009","15:00","Ronda Alta","610","Estadual","Rodovia","RS 324","102","Não Informado","Homicídio De Trânsito","","","","","","","",""
"17/05/2009","16:00","Rondinha","126","Estadual","Rodovia","RS 404","14","Choque Com Objeto Fixo","Outros Acidentes","","","17/05/2009","","","","",""
"10/02/2009","01:00","Rosário do Sul","547","Federal","Rodovia","BR 290","387","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","","","",""
"24/10/2009","04:30","Rosário do Sul","4036","Municipal","Avenida","CORONEL SABINO AZAMBUJA","","Colisão","Homicídio De Trânsito","","","","","","","",""
"21/10/2009","09:15","Rosário do Sul","3990","Municipal","Avenida","CORONEL SABINO DE ARAUJO","1494","Atropelamento","Lesão De Trânsito","","","29/10/2009","30575","","","",""
"11/10/2009","02:45","Rosário do Sul","3852","Federal","Rodovia","BR 290","509,3","Capotagem","Homicídio De Trânsito","","","23/10/2009","4080","","","",""
"28/05/2009","19:30","Rosário do Sul","2013","Federal","Rodovia","BR 290","492,6","Não Informado","Outros Acidentes","","","","","","","",""
"09/07/2009","18:20","Salto do Jacuí","949","Municipal","Rua","PASSO REAL","9","Atropelamento","Encontro De Cadáver","","","","","NÃO INF.","N","S","NÃO INF."
"31/08/2009","20:50","Salto do Jacuí","7172","Municipal","Estrada","SALTO DO JACUI","","Não Informado","Falecimento","","","03/09/2009","7172","","","",""
"19/04/2009","02:30","Salto do Jacuí","646","Municipal","Avenida","PIO XII","1170","Atropelamento","Lesão De Trânsito","","","05/05/2009","9380","","","",""
"19/12/2009","20:00","Salto do Jacuí","1588","Estadual","Rodovia","RS 481","60","Não Informado","Outros Acidentes","","","","","","","",""
"18/04/2009","17:50","Salvador do Sul","159","Estadual","Rodovia","RS 470","257","Colisão","Lesão Corporal Culposa","","","18/04/2009","547","","","",""
"10/12/2009","21:15","Sananduva","1473","Municipal","Rua","JULIO DE CASTILHOS","1841","Não Informado","Homicídio De Trânsito","","","","","","","",""
"04/07/2009","17:00","Santa Cecília do Sul","328","Estadual","Rodovia","RS 430","","Colisão","Lesão De Trânsito","","","04/07/2009","13564","","","",""
"28/08/2009","20:50","Santa Cruz do Sul","9010","Estadual","Rodovia","RS 287","102","Colisão","Homicídio De Trânsito","","","","","","","",""
"21/08/2009","03:00","Santa Cruz do Sul","8678","Municipal","Rua","TENENTE CORONEL BRITO","678","Colisão Lateral","Homicídio De Trânsito","","","21/08/2009","","","","",""
"25/07/2009","10:15","Santa Cruz do Sul","7805","Municipal","Rua","SENADOR SALGADO FILHO","15","Atropelamento","Omissão De Socorro","","","26/07/2009","7801","","","",""
"18/07/2009","15:00","Santa Cruz do Sul","7536","Estadual","Rodovia","RS 287","104","Capotagem","Homicídio De Trânsito","","","","","","","",""
"13/07/2009","14:22","Santa Cruz do Sul","7383","Federal","Rodovia","BR 471","133,7","Colisão Lateral","Homicídio De Trânsito","","","","","","","",""
"01/07/2009","17:00","Santa Cruz do Sul","6909","Estadual","Rodovia","RS 471","100","Capotagem","Homicídio De Trânsito","","","","","","","",""
"14/05/2009","07:15","Santa Cruz do Sul","5222","Federal","Rodovia","BR 471","129,2","Colisão","Homicídio De Trânsito","","","","","","","",""
"26/04/2009","05:00","Santa Cruz do Sul","4584","Estadual","Rodovia","RS 471","59","Choque Com Objeto Fixo","Falecimento","","","26/04/2009","4584","","","",""
"11/04/2009","05:00","Santa Cruz do Sul","4048","Municipal","Rua","VEREADOR BENNO JOAO KIST","","Tombamento","Homicídio De Trânsito","","","","","","","",""
"23/02/2009","00:10","Santa Cruz do Sul","2161","Municipal","Avenida","INDEPENDENCIA","2293","Choque Com Objeto Fixo","Lesão De Trânsito","","","28/02/2009","2257","","","",""
"04/02/2009","14:10","Santa Cruz do Sul","1496","Estadual","Rodovia","RS 471","132","Choque Com Objeto Fixo","Lesão De Trânsito","","","07/02/2009","1491","","","",""
"14/12/2009","09:30","Santa Cruz do Sul","12884","Federal","Rodovia","BR 471","142,3","Choque Com Objeto Fixo","Fato, Em Tese, Atipico","","","14/12/2009","12884","","","",""
"11/12/2009","19:30","Santa Cruz do Sul","12819","Estadual","Rodovia","RS 287","101","Colisão","Homicídio De Trânsito","","","","","","","",""
"03/12/2009","17:10","Santa Cruz do Sul","12496","Estadual","Rodovia","RS 287","99","Colisão","Homicídio De Trânsito","","","03/12/2009","","","","",""
"21/11/2009","20:30","Santa Cruz do Sul","12055","Estadual","Rodovia","RS 287","","Atropelamento","Homicídio De Trânsito","","","","","","","",""
"20/11/2009","18:45","Santa Cruz do Sul","12032","Federal","Rodovia","BR 471","","Colisão Lateral","Homicídio De Trânsito","","","20/11/2009","","","","",""
"16/11/2009","16:15","Santa Cruz do Sul","11874","Municipal","Avenida","DEPUTADO EUCLIDES NICOLAU KLIEMANN","","Colisão Lateral","Homicídio De Trânsito","","","","","","","",""
"09/11/2009","13:00","Santa Cruz do Sul","11615","Estadual","Rodovia","RS 418","2","Colisão Lateral","Homicídio De Trânsito","","","09/11/2009","","","","",""
"27/09/2009","08:10","Santa Cruz do Sul","10137","Municipal","Avenida","DEPUTADO EUCLYDES NICOLAU KLIEMANN","960","Choque Com Objeto Fixo","Lesão De Trânsito","","","30/09/2009","10136","","","",""
"01/01/2009","06:49","Santa Margarida do Sul","3","Municipal","Estrada","LINHA CORREDOR DO BOLSO","","Capotagem","Homicídio De Trânsito","","","01/01/2009","","","","",""
"29/03/2009","19:50","Santa Maria","9005","Federal","Rodovia","BR 287","248","Atropelamento","Lesão Corporal Culposa","","","29/03/2009","9017","","","",""
"28/03/2009","20:20","Santa Maria","8957","Federal","Rodovia","BR 287","248","Atropelamento","Homicídio De Trânsito","","","","","","","",""
"01/03/2009","13:00","Santa Maria","5943","Municipal","Rua","MARECHAL DEODORO","","Colisão","Homicídio De Trânsito","","","","","","","",""
"19/02/2009","05:20","Santa Maria","5029","Municipal","Avenida","BORGES DE MEDEIROS","1982","Atropelamento","Homicídio De Trânsito","","","","","","","",""
"15/02/2009","20:30","Santa Maria","4609","Federal","Rodovia","BR 392","348,7","Colisão","Homicídio De Trânsito","","","","","","","",""
"13/02/2009","01:20","Santa Maria","4416","Estadual","Rodovia","RS 509","4","Atropelamento","Homicídio De Trânsito","","","","","","","",""
"10/02/2009","04:55","Santa Maria","4081","Municipal","Avenida","PRESIDENTE VARGAS","1115","Choque Com Objeto Fixo","Lesão De Trânsito","","","11/02/2009","4307","","","",""
"30/12/2009","21:30","Santa Maria","37070","Federal","Rodovia","BR 158","339","Colisão","Homicídio De Trânsito","","","","","","","",""
"04/02/2009","22:00","Santa Maria","3637","Municipal","Avenida","PAULO LAUDA","415","Atropelamento","Lesão De Trânsito","","","23/02/2009","5439","","","",""
"19/12/2009","22:00","Santa Maria","36055","Federal","Rodovia","BR 287","271,6","Colisão","Homicídio De Trânsito","","","","","","","",""
"19/12/2009","03:30","Santa Maria","35996","Federal","Rodovia","BR 287","","Choque Com Objeto Fixo","Lesão Corporal Seguida De Morte","","","","","","","",""
"18/12/2009","19:00","Santa Maria","35976","Municipal","Rua","PEDRO ALVARES CABRAL","","Colisão","Lesão Corporal Seguida De Morte","","","18/12/2009","","","","",""
"06/12/2009","05:00","Santa Maria","35462","Estadual","Rodovia","RS 287","","Colisão","Homicídio De Trânsito","","","","","","","",""
"12/12/2009","03:00","Santa Maria","35132","Estadual","Rodovia","RS 287","240","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","","","",""
"05/12/2009","05:47","Santa Maria","34558","Municipal","Avenida","JOAO MACHADO SOARES","870","Colisão","Lesão De Trânsito","","","06/12/2009","34616","","","",""
"30/01/2009","12:35","Santa Maria","2883","Municipal","Avenida","GOVERNADOR WALTER JOBIM","224","Atropelamento","Lesão De Trânsito","","","30/01/2009","2924","","","",""
"29/09/2009","08:50","Santa Maria","27916 / 679345","Municipal","Avenida","NOSSA SENHORA MEDIANEIRA","1040","Atropelamento","Lesão De Trânsito","","","04/10/2009","27898","","","",""
"29/01/2009","00:25","Santa Maria","2631","Municipal","Rua","DUQUE DE CAXIAS","","Colisão","Homicídio De Trânsito","","","29/01/2009","","","","",""
"16/09/2009","05:00","Santa Maria","26264","Federal","Rodovia","BR 287","257,9","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","","","",""
"05/09/2009","06:00","Santa Maria","25024","Estadual","Rodovia","RS 287","241","Atropelamento","Homicídio De Trânsito","","","","","","","",""
"30/08/2009","21:30","Santa Maria","24486","Federal","Rodovia","BR 392","347","Colisão","Lesão De Trânsito","","","30/08/2009","24504","","","",""
"24/08/2009","21:15","Santa Maria","23760","Estadual","Rodovia","BR 158","","Colisão Lateral","Homicídio De Trânsito","","","24/08/2009","","","","",""
"18/08/2009","20:30","Santa Maria","23187","Federal","Rodovia","BR 158","330","Atropelamento","Homicídio De Trânsito","","","18/08/2009","","","","",""
"15/08/2009","22:10","Santa Maria","22855","Federal","Rodovia","BR 158","332,6","Colisão Lateral","Homicídio De Trânsito","","","","","","","",""
"10/08/2009","17:50","Santa Maria","22696","Estadual","Rodovia","RS 509","5","Atropelamento","Lesão De Trânsito","","","11/08/2009","22419","","","",""
"06/08/2009","19:05","Santa Maria","21748","Federal","Rodovia","BR 392","344,5","Colisão","Lesão De Trânsito","","","07/08/2009","21813","","","",""
"20/07/2009","18:55","Santa Maria","20382","Municipal","Rua","TABAJARA DIAS DA ROSA","","Colisão Lateral","Homicídio De Trânsito","","","","","","","",""
"08/07/2009","10:20","Santa Maria","18959","Municipal","Rua","RIO BRANCO","2000","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","","","",""
"05/07/2009","06:15","Santa Maria","18682","Municipal","Estrada","CAPITAO VASCO DA CUNHA","1045","Colisão","Homicídio De Trânsito","","","","","","","",""
"27/06/2009","02:46","Santa Maria","18097 / 315344","Municipal","Avenida","OSVALDO CRUZ","239","Choque Com Objeto Fixo","Lesão De Trânsito","","","27/06/2009","18088","","","",""
"26/06/2009","23:15","Santa Maria","18072","Estadual","Rodovia","RS 287","","Choque Com Objeto Fixo","Homicídio De Trânsito","","","26/06/2009","","","","",""
"25/06/2009","18:45","Santa Maria","17973","Municipal","Avenida","FERNANDO FERRARI","1380","Colisão","Homicídio De Trânsito","","","","","","","",""
"25/06/2009","09:45","Santa Maria","17919","Federal","Rodovia","BR 287","250,2","Colisão","Homicídio De Trânsito","","","","","","","",""
"22/06/2009","22:30","Santa Maria","17677","Estadual","Rodovia","RS 287","218","Colisão","Homicídio De Trânsito","","","22/06/2009","","","","",""
"24/05/2009","08:00","Santa Maria","14901","Estadual","Rodovia","RS 511","4","Colisão","Homicídio De Trânsito","","","","","","","",""
"29/04/2009","19:27","Santa Maria","12943","Municipal","Rua","MARANHAO","55","Atropelamento","Lesão De Trânsito","","","03/05/2009","12868","","","",""
"24/04/2009","19:40","Santa Maria","11907","Estadual","Rodovia","RS 509","","Atropelamento","Homicídio De Trânsito","","","","","","","",""
"17/04/2009","06:59","Santa Maria","11677","Federal","Rodovia","BR 392","351","Colisão Lateral","Lesão De Trânsito","","","25/04/2009","12079","","","",""
"14/04/2009","07:00","Santa Maria","10801","Federal","Rodovia","BR 392","333,3","Choque Com Objeto Fixo","Lesão De Trânsito","","","20/04/2009","11489","","","",""
"25/11/2009","23:45","Santa Rosa","7519","Estadual","Rodovia","RS 307","48","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","","","",""
"16/11/2009","11:50","Santa Rosa","7276","Municipal","Avenida","EXPEDICIONARIO WEBER","2900","Colisão Lateral","Lesão De Trânsito","","","16/11/2009","7291","","","",""
"14/11/2009","05:40","Santa Rosa","7249","Estadual","Rodovia","RS 472","169","Colisão","Lesão De Trânsito","","","15/11/2009","7258","","","",""
"08/09/2009","17:15","Santa Rosa","5727","Municipal","Estrada","VELHA","5","Colisão Lateral","Lesão De Trânsito","","","08/09/2009","5728","","","",""
"03/02/2009","06:15","Ibirubá","183","Federal","Rodovia","BR 377","84,9","Colisão","Homicídio De Trânsito","","","","","","","",""
"17/12/2009","16:00","Igrejinha","3938","Municipal","Estrada","PICADA FRANCESA","","Não Informado","Outros Acidentes","","","","","","","",""
"10/10/2009","14:15","Igrejinha","3328 / 589358","Municipal","Rua","CORONEL THEOBALDO FLECK","326","Colisão","Lesão De Trânsito","","","19/10/2009","1317","","","",""
"18/01/2009","23:30","Igrejinha","204","Estadual","Rodovia","RS 115","9","Tombamento","Outros Acidentes","","","","","","","",""
"20/06/2009","14:20","Igrejinha","1935","Municipal","Rua","JACOB KORNDORFER","119","Outro","Outros Acidentes","","","","","","","",""
"11/06/2009","15:15","Igrejinha","1818","Estadual","Rodovia","RS 115","","Atropelamento","Homicídio De Trânsito","","","","","","","",""
"22/04/2009","16:23","Igrejinha","1305","Estadual","Rodovia","RS 115","","Capotagem","Outros Acidentes","","","22/04/2009","","","","",""
"24/11/2009","09:00","Ijuí","9723","Estadual","Rodovia","RS 342","","Atropelamento","Homicídio De Trânsito","","","","","","","",""
"05/10/2009","HH:MM","Ijuí","8456","","","","","Atropelamento","Falecimento","","","09/10/2009","8456","","","",""
"25/01/2009","18:50","Ijuí","833","Estadual","Rodovia","RS 155","9","Colisão","Homicídio De Trânsito","","","","","","","",""
"25/09/2009","10:45","Ijuí","8037","Federal","Rodovia","BR 285","","Colisão Lateral","Homicídio De Trânsito","","","25/09/2009","","","","",""
"18/09/2009","19:15","Ijuí","7839","Municipal","Avenida","DEZENOVE DE OUTUBRO","","Colisão","Falecimento","","","18/09/2009","7839","","","",""
"20/01/2009","00:45","Ijuí","687","Municipal","Avenida","SAO LUIZ","1171","Choque Com Objeto Fixo","Homicídio De Trânsito","","","21/01/2009","","","","",""
"06/08/2009","04:00","Ijuí","6573","Municipal","Avenida","CORONEL ALFREDO STEGLICH","375","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","","","",""
"15/06/2009","10:30","Ijuí","5086","Estadual","Rodovia","RS 155","4","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","","","",""
"03/05/2009","17:10","Ijuí","3835","Estadual","Rodovia","RS 155","9","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","","","",""
"02/05/2009","17:50","Ijuí","3807","Municipal","Rua","CASSIANO RICARDO","149","Colisão","Homicídio De Trânsito","","","","","","","",""
"30/04/2009","18:40","Ijuí","3757","Estadual","Rodovia","RS 155","9","Colisão","Homicídio De Trânsito","","","","","","","",""
"01/05/2009","04:30","Ijuí","3752","Federal","Rodovia","BR 285","473,1","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","","","",""
"07/04/2009","00:01","Ijuí","3013","Estadual","Rodovia","RS 155","16","Colisão","Homicídio De Trânsito","","","","","","","",""
"02/04/2009","17:00","Ijuí","2884","Municipal","Avenida","GETULIO VARGAS","373","Colisão","Lesão De Trânsito","","","06/04/2009","3014","","","",""
"21/03/2009","14:10","Ijuí","2521","Estadual","Rodovia","RS 155","12","Colisão","Homicídio De Trânsito","","","21/03/2009","","","","",""
"28/02/2009","20:10","Ijuí","1931","Municipal","Avenida","PORTO ALEGRE","","Colisão","Homicídio De Trânsito","","","28/02/2009","","","","",""
"19/02/2009","13:30","Ijuí","1645","Municipal","Avenida","GETULIO VARGAS","1620","Colisão Lateral","Homicídio De Trânsito","","","19/02/2009","","","","",""
"19/12/2009","04:10","Ijuí","10532","Federal","Rodovia","BR 285","458","Colisão Lateral","Homicídio De Trânsito","","","","","","","",""
"24/01/2009","05:30","Imbé","632","Municipal","Avenida","PARAGUASSU","2934","Choque Com Objeto Fixo","Acidente De Trânsito, Veículo Oficial Com Lesões","","","03/02/2009","201","","","",""
"06/04/2009","00:01","Imbé","4343","Municipal","Avenida","PARAGUASSU","","Atropelamento","Lesão Corporal Seguida De Morte","","","07/04/2009","","","","",""
"24/09/2009","19:40","Imbé","3906","Municipal","Avenida","PARAGUASSU","4304","Colisão","Homicídio De Trânsito","","","","","","","",""
